name	CAS_num	aroma	flavor
Methyl-3-Phenylpropionate	103-25-3	sweet floral brown liquorlike	fruity vegetal|herbal
Methyl-4-(Methylthio)Butyrate	53053-51-3	dairy	
Methyl-4-Methylvalerate	2412-80-8		fruity
Methyl-4-Phenylbutyrate	2046-17-5	fruity floral sharp|sour	fruity floral
Methyl-N-Methylanthranilate	85-91-6	fruity sharp|repugnant fruity|citrusy	fruity|berry fruity sharp|repugnant
Methyl-Α-Ionone	127-42-4		fruity
Methyl-Β-Ionone	127-43-5	earthy|dry	
Methylcyclopentenolone	765-70-8	sweet brown earthy|nutty	
Methylsulfinylmethane	"164071-41-4
8070-53-9
67-68-5"	vegetal|allium vegetal|vegetable	vegetal|allium vegetal|vegetable starchy|bready
Methylthio 2-(Acetyloxy) Propionate	74586-09-7		dairy
Methylthio 2-(Propionyloxy) Propionate		dairy	savory|meaty
Methylthiomethyl Butyrate	74758-93-3	fruity sharp|chemical	vegetal sharp|sulfurous
Methylthiomethyl Hexanoate	74758-91-1		vegetal
Methylthiomethylmercaptan	29414-47-9	sharp|sulfurous	
Michelia Alba Oil		dairy	
Mimosa	1829-00-1	floral sharp|sour	
Mimosa Absolute		floral fatty dairy	
Mintlactone	13341-72-5		brown|vanilla starchy|bready
Molasses	68476-78-8	brown	sweet savory|cooked sharp|bitter brown
Molasses Extract			liquorlike starchy|bready
Mono-Menthyl Succinate			minty vegetal|herbal
Monosodium Glutamate	142-47-2		sharp|salty
Mullein (Flowers)		sweet floral brown sharp|bitter	sweet sharp|bitter
	8001-04-5	earthy|woody dairy	
Mustard (Brown)		sharp|spicy sharp|repugnant vegetal|herbal	
Mustard (Yellow)		sharp|sour	sharp|sour vegetal brown
Mustard Oil	8007-40-7	sharp|repugnant	fatty
Myrcene	123-35-3	sharp|sour brown vegetal|herbal	vegetal floral earthy|woody vegetal|vegetable
Myrcenol	543-39-5	floral sharp|sour fruity|citrusy	
Myristaldehyde	124-25-4	sharp|sour fruity|citrusy	fruity|citrusy
Myristic Acid	544-63-8	vegetal sharp|sour fatty	
Myrrh (Gum)	9000-45-7	sharp|sour brown	
Myrrh Oil	8016-37-3	sharp|sour brown dairy	sharp|sour floral brown fatty
Myrtenol	"19250-18-1
6712-78-3
111957-74-5
515-00-4"	earthy|woody	
Myrtenyl Acetate	1079-01-2	earthy|woody vegetal|herbal	vegetal earthy|woody vegetal|herbal
Myrtle (Leaves)		vegetal floral	sharp|bitter fatty
N,N-Dimethylphenethylamine	19342-01-9		savory|meaty fruity starchy
N-(4-Hydroxy-3-Methoxybenzyl)-8-Methyl-6-Nonenamide	404-86-4	vegetal|herbal	vegetal|herbal
N-(Heptan-4-Yl)Benzo[D][1,3]Dioxole-5-Carboxamide	745047-51-2	savory|meaty savory	savory|meaty vegetal
N-3,7-Dimethyl-2,6-Octadienyl Cyclopropylcarboxamide	744251-93-2	savory|meaty savory|cooked brown	savory|meaty
N-Benzoylanthranilic Acid	579-93-1	fruity	fruity
N-Butyl Valerate	591-68-4	fruity fruity|berry	fruity|berry
N-Butyl-2-Methylbutyrate	"144831-53-8
15706-73-7"	fruity brown|chocolate sharp|bitter	
N-Butyric Acid	107-92-6	fruity fruity|berry dairy sharp|sour sharp|salty fatty	sharp|sour
N-Cyclopropyl-Trans-2-Cis-6-Nonadienamide	608514-55-2	savory|meaty vegetal|herbal	savory|meaty vegetal
N-Ethyl Trans-2-Cis-6-Nonadienamide	608514-56-3	savory|meaty sharp|spicy	vegetal
N-Furfuryl Pyrrole	1438-94-4	fruity vegetal sharp|bitter earthy brown	savory|cooked vegetal sharp|bitter earthy|nutty brown
N-Gluconyl Ethanolamine	686298-93-1	sweet savory|cooked brown	savory|meaty
N-Gluconyl Ethanolamine Phosphate	791807-20-0	savory|cooked brown	savory|meaty
N-Heptyl Cinnamate		vegetal floral sharp|sour	
N-Heptyl Octanoate	4265-97-8	sharp|sour	
N-Hexyl-2-Butenoate	19089-92-0	fruity	
N-Lactoyl Ethanolamine	5422-34-4	savory|cooked brown	savory|meaty
N-Lactoyl Ethanolamine Phosphate	782498-03-7	savory|cooked brown	savory|meaty fruity
N-Nonanal	124-19-6	fruity floral sharp|sour	sweet fruity|citrusy
N-Octanal	124-13-0	sweet floral brown fruity|citrusy	
N-Octyl Formate	112-32-3	fruity floral	fruity floral sharp|bitter
N-Octyl Isovalerate	7786-58-5	fruity sharp|sour	
N-Octyl Phenylacetate	122-45-2	sharp|sour earthy|woody fruity|citrusy	
N-Propyl Hexanoate	626-77-7	fruity fruity|berry	fruity fruity|berry
N-Valeraldehyde	110-62-3	sharp|sour	fruity liquorlike
N-[(Ethoxycarbonyl)Methyl]-P-Menthane-3-Carboxamide	68489-14-5		vegetal
N-[2-(3,4-Dimethoxyphenyl)Ethyl]-3,4-Dimethoxycinnamic Acid Amide	69444-90-2	savory|meaty savory	savory|meaty
N1-(2,4-Dimethoxybenzyl)-N2-(2-(Pyridin-2-Yl)Ethyl)Oxalamide		savory|meaty savory	savory|meaty vegetal
N1-(2-Methoxy-4-Methylbenzyl)-N2-(2-(5-Methylpyridin-2-Yl)Ethyl)Oxalamide	745047-94-3	savory|meaty savory	savory|meaty vegetal
N1-(2-Methoxy-4-Methylbenzyl)-N2-(2-(Pyridin-2-Yl)Ethyl)Oxalamide		savory|meaty savory	savory|meaty vegetal
Naringin Extract		dairy	
Neohesperidin Dihydrochalcone	20702-77-6		vegetal
Neotame	165450-17-9		sweet
	106-25-2		floral fruity|citrusy
	106-25-2	floral sharp|bitter fruity|berry	sweet fruity floral sharp|bitter
Neroli Bigarade		floral sharp|bitter	floral sharp|bitter
Neroli Bigarade Oil		floral fatty dairy	floral
Nerolidol		sharp|sour floral brown fruity|berry	
Nerolidol	7212-44-4	floral fatty	
Neryl Acetate	141-12-8	floral fruity|citrusy	floral
Neryl Butyrate	999-40-6	vegetal floral	brown|chocolate sharp|bitter
Neryl Formate	2142-94-1	floral sharp|repugnant vegetal|herbal	fruity sharp|sour
Neryl Isobutyrate	2345-24-6	sharp|sour	fruity|berry
Neryl Isovalerate	3915-83-1	fruity floral sharp|sour fruity|citrusy	fruity sharp|bitter fruity|berry vegetal|herbal
Neryl Propionate	105-91-9	fruity floral sharp|sour	
Nitrous Oxide	10024-97-2	sweet	sweet
Nona-2-Trans,-6-Cis-Dienal	557-48-2	vegetal|vegetable	
Nonanal	124-19-6	floral fatty	
Nonanal Dimethyl Acetal	18824-63-0	fruity fruity|citrusy	floral fruity|citrusy
Nonanal Propyleneglycol Acetal	68391-39-9	fruity	savory|meaty fruity earthy|nutty
Nonanoic Acid	"112-05-0
58253-02-4
68937-75-7"	sharp|sour	
Nonyl Acetate	143-13-5	floral fruity sharp|sour fruity|citrusy earthy|fungal	floral sharp|bitter earthy|fungal
Nonyl Alcohol	143-08-8	fruity floral sharp|bitter	vegetal fruity sharp|bitter sharp|sour
Nonyl Isovalerate	7786-47-2	fruity sharp|sour earthy|nutty fruity|citrusy	floral
Nonyl Octanoate	7786-48-3	floral sharp|sour earthy|fungal	earthy|fungal
Nootkatone	4674-50-4	sharp|bitter fruity|citrusy	
Nootkatone	4674-50-4	sharp|bitter fatty fruity|citrusy	sharp|bitter fruity|citrusy
Nutmeg (Mace)	84082-68-8	fruity	brown earthy|woody vegetal|herbal
Nutmeg Oil	8008-45-5	dairy brown fatty vegetal|herbal	
O-(Methylthio)Phenol	1073-29-6	brown sharp|salty sharp|bitter	
O-Anisaldehyde	135-02-4	brown|vanilla earthy|nutty vegetal|herbal	brown|vanilla floral earthy|nutty sharp|repugnant
O-Cresol	95-48-7		savory|meaty savory|cooked
O-Methoxybenzaldehyde	135-02-4	floral	sharp|bitter
O-Methoxycinnamaldehyde	1504-74-1	fruity sharp|spicy vegetal|herbal	sharp|spicy
O-Methylanisole	578-58-5	earthy floral earthy|nutty	fruity earthy|woody earthy|nutty
O-Tolyl Acetate	533-18-6	fruity floral	fruity
O-Tolyl Isobutyrate	36438-54-7	fruity|berry	
O-Tolyl Salicylate	617-01-6	vegetal	
Oak Moss		vegetal earthy earthy|woody	
Oak Moss Absolute	9000-50-4	dairy	earthy|woody
Oak White			earthy|woody
Oak White Chips Extract		dairy	brown liquorlike
Oak Wood, English		sharp|sour	sharp|bitter
Octahydrocoumarin	4430-31-3	fruity	
Octanal	124-13-0	fruity|citrusy	
Octanal Dimethyl Acetal	10022-28-3	earthy|woody liquorlike fruity|citrusy	
Octanal Propyleneglycol Acetal	74094-61-4	earthy|woody	
Octanoic Acid	124-07-2	fruity sharp|sour fatty earthy brown	sharp|sour dairy
Octyl 2-Furoate	39251-88-2	sweet fruity brown	
Octyl 2-Methylbutyrate	29811-50-5	fruity liquorlike fruity|berry	
Octyl Acetate	112-14-1	fruity floral	fruity floral sharp|bitter
Octyl Butyrate	110-39-4	fruity sharp|sour vegetal|herbal	fruity vegetal|herbal
Octyl Heptanoate	5132-75-2	fruity sharp|sour	
Octyl Isobutyrate	109-15-9	sharp|sour	fruity vegetal|herbal
Octyl Octanoate	2306-88-9	vegetal|herbal	fruity
Octyl Propionate	142-60-9	fruity|berry	
Oleic Acid	"17156-84-2
56833-51-3
8046-01-3
68412-07-7"	sharp|sour fatty	fatty
Olibanum		sharp|sour brown fatty	
Olibanum Oil	8016-36-2	sharp|sour brown	earthy|woody
Onion Oil	8002-72-0	vegetal|allium fatty dairy	
Opopanax		vegetal|herbal sharp|sour fatty sharp|spicy brown	
Opopanax Oil	8021-36-1	sharp|sour brown fatty	
Orange Flowers (Blossoms) Absolute	8030-28-2	fruity floral	floral
Orange Flowers Bitter		dairy	
Orange Leaf Absolute		dairy	floral
Orange Oil Distilled	68606-94-0	fruity dairy	
Orange Oil Terpeneless	68606-94-0	dairy	
Orange Peel Bitter Oil	68916-04-1	fruity|citrusy	fruity sharp|bitter fatty
Orange Peel Sweet Extract		dairy	
Orange Peel Sweet Oil	8008-57-9	fruity fatty	fruity floral
Orange Peel Sweet Oil Terpeneless		fruity fatty dairy	fatty
Orange, Bitter		fruity sharp|bitter	fruity sharp|bitter
Orange, Sweet		vegetal floral fruity sharp|bitter	sharp|bitter
Oregano		savory|meaty fatty	vegetal|herbal
Origanum		vegetal|herbal	fatty vegetal|herbal
Orris Concrete Liquid Oil		dairy	sweet earthy|woody fruity|berry
Orris Root Extract		dairy	fruity|berry vegetal|herbal
Osmanthus Absolute	68917-05-5	earthy|woody	earthy|woody liquorlike
Oxabicyclo[3.3.0]Octane-3,3ʹ-(1ʹ-Oxa-2-Methyl)Cyclo-Pentane]		savory|meaty	
P,Α,Α-Trimethylbenzyl Alcohol	1197-01-9		fruity
P-Cymene	"4939-75-7
99-87-6"	sharp|sour earthy|dry fruity|citrusy	vegetal vegetal|herbal
P-Dimethoxybenzene	150-78-7		sharp|bitter
P-Ethoxybenzaldehyde	10031-82-0	floral vegetal|herbal	floral vegetal|herbal
P-Isopropylacetophenone	645-13-6	sharp|spicy earthy|woody vegetal|herbal	sharp|spicy vegetal|herbal
P-Isopropylbenzyl Alcohol	"536-60-7
185532-73-4"	vegetal|herbal	
P-Isopropylphenylacetaldehyde	4395-92-0	sweet fruity sharp|bitter sharp|sour fruity|citrusy	sweet fruity sharp|bitter fruity|citrusy
P-Menth-3-En-1-Ol	586-82-3	earthy|woody sharp|repugnant	
P-Menth-8-En-1-Ol	138-87-4	earthy earthy|woody	
P-Menth-8-En-2-One	7764-50-3	minty vegetal|herbal	
P-Mentha-1,3-Diene	99-86-5	sharp|sour earthy|woody fruity|citrusy	sharp|sour sharp|spicy sharp|bitter fruity|citrusy
P-Mentha-1,4(8)-Dien-3-One	491-09-8	vegetal|herbal	
P-Mentha-1,4-Diene	99-85-4	sharp|chemical sharp|sour earthy|woody fruity|citrusy	sharp|bitter fruity|citrusy earthy|woody vegetal|herbal
P-Mentha-1,8-Dien-7-Al	2111-75-3	sharp|spicy fatty vegetal|herbal	
P-Mentha-1,8-Dien-7-Ol	536-59-4	sharp|sour	
P-Mentha-1,8-Dien-7-Yl-Acetate	15111-96-3	sharp|spicy vegetal|herbal	
P-Mentha-8-Thiol-3-One	38462-22-5		earthy fruity fruity|berry
P-Menthan-2-Ol	499-69-4	dairy	
P-Menthan-2-One	"499-70-7
59471-80-6"	minty vegetal|herbal	vegetal|herbal minty sharp|bitter liquorlike fruity|citrusy
P-Menthane-3,8-Diol	42822-86-6	vegetal vegetal|herbal	
P-Methoxybenzaldehyde	123-11-5	floral vegetal|herbal	sharp|bitter earthy|nutty fruity|berry vegetal|herbal
P-Methoxycinnamaldehyde	1963-36-6	floral sharp|spicy	fruity dairy
P-Methyl Biphenyl		minty sharp|sour vegetal|herbal	sharp|spicy
P-Propyl Anisole	104-45-0	vegetal|herbal	liquorlike
P-Tolyl Acetate	140-39-6	sweet floral brown	sweet floral brown
P-Tolyl Isobutyrate	103-93-5	floral sharp|sour	
P-Tolyl Laurate	10024-57-4	floral	brown|vanilla floral sharp|sour earthy|nutty brown
P-Tolyl Phenylacetate	101-94-0	sweet floral brown	sweet floral brown
P-Tolylacetaldehyde	104-09-6	fruity floral	earthy|woody
P-Vinylphenol	2628-17-3	brown|vanilla	
P-Α-Dimethyl Styrene	1195-32-0	sharp|sour fruity|citrusy	sharp|spicy
Palmarosa		floral sharp|sour vegetal|herbal	
Palmarosa Oil		dairy floral vegetal|herbal	
Palmitic Acid	"67701-02-4
116860-99-2
212625-86-0
60605-23-4
66321-94-6
57-10-3"	fatty	
Paprika Oleoresin	68917-78-2	dairy savory|cooked starchy|bready	
Paprika*		savory|meaty fatty	vegetal fruity vegetal|herbal
Paraldehyde	123-63-7	sharp|sour	
Parsley		savory|meaty sharp|spicy fatty vegetal|herbal	sharp|spicy sharp|bitter
Parsley Oil		vegetal|herbal dairy sharp|spicy fatty sharp|bitter	vegetal|herbal vegetal sharp|bitter fatty sharp|spicy
Parsley Oleoresin	8025-95-4	dairy	
Passion Flower		floral sharp|sour	
Patchouly Oil	8014-09-3	earthy|woody dairy sharp|sour fatty brown	
Peach Kernel Extract	8023-98-1		fruity
Peanut Stearine		earthy|nutty	earthy|nutty
Pennyroyal		vegetal|herbal minty sharp|sour sharp|bitter fatty	minty sharp|bitter vegetal|herbal
Pennyroyal Oil American	8007-44-1	dairy minty sharp|bitter vegetal|herbal	sharp|bitter fatty vegetal|herbal
Pennyroyal Oil European	8013-99-8	minty sharp|bitter vegetal|herbal	sharp|bitter vegetal|herbal
Pent-2-Enyl Hexanoate	74298-89-8	fruity floral dairy fruity|citrusy	savory|meaty fruity
Pentadecanoic Acid	1002-84-2		dairy
Pentyl-2-Furyl Ketone	14360-50-0	fruity dairy	
Pentylamine	110-58-7		savory|meaty fruity starchy
Pepper (Black) Oil	8006-82-4	fatty vegetal|vegetable dairy	sharp|spicy vegetal|vegetable
Pepper (Black) Oleoresin		dairy	
Pepper (White) Oil		fatty dairy	
Pepper (White) Oleoresin		savory|fishy dairy	
Pepper, Black*		fatty vegetal|vegetable fruity|berry savory|meaty	vegetal|vegetable fruity|berry
Pepper, Red		savory|meaty fatty	
Pepper, White*		savory|meaty fatty	fatty fruity vegetal|vegetable
Peppermint		vegetal|herbal minty sharp|sour fatty brown	sharp|sour minty brown vegetal|herbal
Peppermint Oil	8006-90-4	minty vegetal|herbal	sweet minty fatty vegetal|herbal
Perilla Leaf Oil	68132-21-8	vegetal fruity	vegetal
Peruvian Balsam	8007-00-9	brown|vanilla sharp|sour sharp|spicy sharp|bitter brown	brown|vanilla vegetal|herbal sharp|sour sharp|bitter brown
Petitgrain		fruity sharp|bitter	
Petitgrain Oil	8014-17-3	dairy	
Phenethyl 2-Furoate	7149-32-8	sharp|repugnant sweet earthy brown earthy|fungal	
Phenethyl Acetate	103-45-7	sweet floral brown	fruity fruity|berry
Phenethyl Alcohol	"60-12-8
1321-27-3"	sweet floral sharp|bitter brown	sharp|repugnant fruity starchy|bready sharp|bitter earthy|fungal
Phenethyl Anthranilate	133-18-6	fruity sharp|bitter fruity|citrusy	
Phenethyl Benzoate	94-47-3	sweet sharp|sour floral brown	
Phenethyl Butyrate	103-52-6	fruity floral sharp|sour fruity|berry	sweet fruity floral brown
Phenethyl Cinnamate	103-53-7	sharp|sour floral brown	
Phenethyl Decanoate	61810-55-7	dairy	
Phenethyl Formate	104-62-1	floral sharp|repugnant vegetal|herbal sharp|sour earthy	fruity floral sharp|sour sharp|repugnant
Phenethyl Hexanoate	6290-37-5	fruity floral liquorlike	fruity brown|chocolate sharp|bitter
Phenethyl Isobutyrate	103-48-0	sweet fruity sharp|bitter	floral sweet fruity sharp|bitter sharp|sour
Phenethyl Isothiocyanate	2257-09-2	vegetal vegetal|vegetable	
Phenethyl Isovalerate	140-26-1	floral sweet fruity sharp|bitter sharp|sour	sweet fruity floral sharp|bitter
Phenethyl Octanoate	5457-70-5	fruity liquorlike	
Phenethyl Phenylacetate	102-20-5	sharp|sour floral brown	sweet floral brown
Phenethyl Propionate	122-70-3	floral sharp|sour	fruity|berry
Phenethyl Salicylate	87-22-9	floral sharp|sour	fruity floral
Phenethyl Senecioate	42078-65-9	sharp|sour liquorlike vegetal|herbal	fruity
Phenethyl Tiglate	55719-85-2	vegetal	
Phenethyl-2-Methylbutyrate	24817-51-4	fruity floral sharp|sour vegetal|herbal	fruity vegetal|herbal
Phenethylamine	64-04-0	savory|fishy	
Phenol	108-95-2		savory|meaty brown sharp|spicy sharp|bitter
Phenoxyacetic Acid	122-59-8	sweet brown sharp|sour floral	sweet floral brown
Phenylacetaldehyde	122-78-1	floral sharp|sour	fruity floral sharp|bitter
Phenylacetaldehyde	122-78-1	floral	
Phenylacetaldehyde Diisobutyl Acetal	68345-22-2	floral	
Phenylacetaldehyde Dimethyl Acetal	101-48-4	floral sharp|sour	sharp|spicy sharp|bitter
Phenylacetaldehyde Glyceryl Acetal	29895-73-6	floral	floral
Phenylacetaldehyde-2,3-Butylene Glycol Acetal	5468-06-4		earthy fruity
Phenylacetic Acid	103-82-2	floral sharp|sulfurous sweet sharp|sour brown	sweet floral brown
Phosphoric Acid	"1339-32-8
9043-01-0
9044-08-0
9066-91-5
178560-73-1
28602-75-7
7664-38-2"		sharp|sour
Phthalide	87-41-2	brown	vegetal fruity floral vegetal|herbal
Phytol	"5016-81-9
150-86-7
7541-49-3"	floral	savory|meaty floral fruity sharp|sour brown
Phytyl Acetate	10236-16-5	sharp|sour brown	savory|meaty fruity
Pimenta (Allspice)		fruity fruity|berry dairy sharp|spicy vegetal|vegetable	brown sharp|spicy vegetal|vegetable vegetal|herbal
Pimenta (Allspice) Oil	8006-77-7	sharp|spicy fruity|berry dairy	fatty
Pimenta Leaf Oil		vegetal sharp|spicy fatty dairy	
Pine (Dwarf) Needle Oil		sharp|bitter fatty dairy	sharp|bitter
Pine (Scotch) Oil	8023-99-2	dairy	
Pine Oil (Pine Tar Oil)*		vegetal|herbal earthy|woody dairy sharp|sour sharp|chemical brown	
Pine, Dwarf		sharp|sour brown earthy|woody	
Pine, Scotch		earthy|woody	
Piperazine	110-85-0		savory|meaty fruity sharp|salty
Piperidine	110-89-4	floral	
Piperitenone Oxide	35178-55-3	vegetal|herbal	minty vegetal|herbal
Piperonal	120-57-0	sweet floral sharp|bitter vegetal|herbal	sweet vegetal sharp|bitter
Piperonyl Acetate	326-61-4	fruity floral	fruity floral sharp|bitter
Piperonyl Isobutyrate	5461-08-5	fruity fruity|berry	
Pipsissewa Leaves Extract		dairy	
Polyarabinogalactan	9036-66-2	sharp|sour brown earthy|woody	
Polysorbate 20	9005-64-5	sharp|bitter	sharp|bitter
Polysorbate 60	9005-67-8	sharp|bitter	sharp|bitter
Polysorbate 80	9005-65-6	sharp|bitter	vegetal sharp|bitter
Pomegranate			sharp|sour
Poplar (Buds)		sharp|sour brown vegetal|herbal	
Poppy (Seed)		brown fatty sharp|bitter	sharp|bitter
Potassium 2-(1ʹ-Ethoxy)Ethoxypropanoate		floral sharp|spicy	
Prenyl Acetate	1191-16-8	fruity	
Prenyl Benzoate	5205-11-8	fruity brown|chocolate sharp|sour sharp|bitter brown	sharp|sour brown|chocolate brown sharp|bitter
Prenyl Caproate	76649-22-4	fruity	fruity
Prenyl Formate	68480-28-4	fruity liquorlike	fruity liquorlike
Prenyl Isobutyrate	76649-23-5	fruity fatty dairy	fruity fatty dairy
Prickly Ash			earthy|dry
Prickly Ash Bark Extract		dairy	
Propenyl Propyl Disulfide	5905-46-4	vegetal|allium	vegetal|allium fatty
Propenylguaethol	94-86-0	brown|vanilla	brown|vanilla
Propenylguethol		brown|vanilla floral brown sweet	
Propionaldehyde	123-38-6	fatty	
Propionic Acid	"68990-37-4
79-09-4
3349-08-4
68937-68-8
784139-72-6"	sharp|sour	sharp|sour
Propiophenone	93-55-0	floral	
Propyl 2,4-Decadienoate		fruity	fruity
Propyl 2-Furanacrylate		sweet fruity fruity|berry sharp|sour brown	sweet fruity brown
Propyl 2-Furoate	615-10-1	earthy vegetal|herbal	
Propyl 2-Mercaptopropionate	19788-50-2	savory|meaty savory|cooked brown	
Propyl 2-Methyl-3-Furyl Disulfide	61197-09-9	savory|meaty	
Propyl Acetate	109-60-4	sweet fruity sharp|bitter fruity|berry	sweet fruity sharp|bitter fruity|berry
Propyl Alcohol	"71-23-8
62309-51-7"	fruity liquorlike	fruity
Propyl Benzoate	2315-68-6	sharp|sour brown earthy|nutty	fruity earthy|nutty
Propyl Butyrate	105-66-8	fruity sharp|sour	fruity
Propyl Cinnamate	7778-83-8	fruity liquorlike	fruity liquorlike
Propyl Disulfide	629-19-6	vegetal|allium sharp|sulfurous	
Propyl Formate	110-74-7	sweet fruity sharp|bitter sharp|sour liquorlike	sweet fruity sharp|bitter
Propyl Gallate	121-79-9		sharp|bitter
Propyl Heptanoate	7778-87-2	sharp|sour	fruity
Propyl Isobutyrate	644-49-5	fruity	
Propyl Isovalerate	557-00-6	sweet fruity sharp|bitter	sweet fruity sharp|bitter
Propyl Mercaptan	107-03-9	vegetal|vegetable	vegetal|allium vegetal|vegetable
Propyl P-Hydroxybenzoate	"94-13-3
59593-07-6
85403-59-4"	sharp|chemical	
Propyl Phenylacetate	4606-15-9	sweet fruity floral brown	sweet floral brown
Propyl Propane Thiosulfonate		savory|cooked brown	savory|meaty vegetal|allium
Propyl Propionate	106-36-5	fruity	sharp|bitter
Propyl Thioacetate	2307-10-0		vegetal|allium
Propylamine	107-10-8	sharp|chemical	savory|meaty fruity starchy
Propylene Glycol Alginate	9005-37-2	sharp|sour	
Pseudoionone	141-10-6	sharp|sour brown sharp|spicy	savory|meaty fruity brown sharp|sour
Pulegone	89-82-7	minty vegetal|herbal	minty sharp|spicy vegetal|herbal
Pyrazine	290-37-9		vegetal|vegetable
Pyrazine Ethanethiol		savory|meaty sharp|sulfurous vegetal|vegetable	savory|meaty
Pyrazinyl Methyl Sulfide	21948-70-9	sharp|sulfurous	
Pyroligneous Acid	8030-97-5	savory|cooked sharp|sour earthy|woody	savory|cooked sharp|sour earthy|woody
Pyroligneous Acid Extract	8028-47-5	savory|cooked sharp|sour	
Pyrrole	"21995-14-2
45361-50-0
109-97-7
30604-81-0"	savory|meaty	
Pyrrolidine	123-75-1	sharp|chemical	sharp|chemical
Pyrrolidino-[1,2E]-4H-2,4-Dimethyl-1,3,5-Dithiazine		savory|meaty savory|cooked brown	savory|meaty
Pyruvaldehyde	78-98-8	sweet brown	sweet brown
Pyruvic Acid	127-17-3	sharp|sour	sweet brown sharp|sour
Quassia		sharp|bitter	sharp|bitter
Quassia Extract		dairy	
Quebracho		vegetal	
Quillaja	68990-67-0	dairy	sweet sharp|bitter
Quince			sharp|sour
Quince Seed Extract		dairy	
Quinine			sharp|bitter
Quinine Bisulfate	549-56-4	sharp|bitter dairy	sharp|bitter
Quinine Hydrochloride	130-89-2		sharp|bitter
Quinine Sulfate	6119-70-6		sharp|bitter
Quinoline	"91-22-5
20214-07-7"	sharp|repugnant	earthy
Raspberry		floral fruity|berry vegetal|herbal	sweet liquorlike sharp|sour fruity|berry
Rhatany		vegetal|herbal	brown sharp|bitter
Rhatany Extract	84775-95-1	dairy	
Rhodinol	6812-78-8	floral fatty	floral sharp|sour fruity|citrusy
Rhodinyl Acetate	141-11-7	floral fatty	sharp|bitter
Rhodinyl Butyrate	141-15-1	fruity floral	floral fruity|berry
Rhodinyl Formate	141-09-3	sweet vegetal floral sharp|bitter	sweet vegetal sharp|bitter fruity
Rhodinyl Isobutyrate	138-23-8	fruity floral	fruity floral
Rhodinyl Isovalerate	7778-96-3		sweet fruity floral sharp|bitter
Rhodinyl Phenylacetate	10486-14-3	floral sharp|sour	sweet floral brown
Rhodinyl Propionate	105-89-5	floral sharp|sour	
Rhubarb (Garden Root)			sharp|bitter vegetal sharp|sour sharp|chemical
Rhubarb Root		vegetal sharp|sour sharp|bitter	sharp|sour vegetal sharp|bitter
Rose Absolute		floral	
Rose Hips Extract			earthy|woody
Rose Water Stronger	8030-26-0	dairy	
Rose, Bulgarian, True Otto Oil	8007-01-0	floral dairy	floral
Roselle		fruity floral sharp|sour earthy|fungal	fruity sharp|sour
Rosemary		savory|meaty earthy|woody sharp|spicy vegetal|herbal	sharp|spicy vegetal|herbal
Rosemary Oil	8000-25-7	dairy vegetal|herbal	vegetal|herbal
Rosemary Oleoresin		vegetal sharp|sour vegetal|herbal	vegetal vegetal|herbal
Rue Oil	8014-29-7	fatty dairy	
Rum Ether	8030-89-5	liquorlike	savory|cooked sharp|bitter liquorlike
S-Allyl-L-Cysteine	21593-77-1	savory|cooked brown	vegetal|allium vegetal
S-Ethyl 2-Acetylaminoethanethioate	4396-62-7		savory|meaty vegetal
S-Isopropyl 3-Methylbut-2-Enethioate	34365-79-2	vegetal|allium fruity	savory|meaty fruity
S-Methyl 3-Methylbutanethioate	23747-45-7		vegetal dairy
S-Methyl Propanethioate	5925-75-7	fruity sharp|sulfurous dairy	fruity savory|fishy
Saccharin, Sodium Salt	128-44-9	sharp|salty	sharp|salty
Saffron	"94238-00-3
42553-65-1
1329-79-9
52841-81-3
53178-29-3
11012-59-2"	savory|meaty floral sharp|spicy vegetal|herbal	sharp|bitter vegetal|herbal
Saffron Extract	84604-17-1	dairy	
Safrole	"94-59-7
1406-55-9
8022-92-2"	vegetal|herbal	
Sage Oil	8022-56-8	dairy fatty vegetal|herbal	
Sage Oleoresin			savory|meaty
Sage, Greek		vegetal|herbal	
Sage, Spanish		vegetal|herbal	
Sage, Spanish Oil		dairy	
Saint John’S Wort		sharp|sour starchy brown liquorlike	sharp|sour starchy brown
Salicylaldehyde	"90-02-8
27761-48-4"	sharp|bitter earthy|nutty	sharp|spicy earthy|nutty
Sandalwood, White		vegetal earthy|woody	
Sandalwood, Yellow Oil		vegetal earthy|woody fatty dairy	earthy|woody
Sandarac	9000-57-1	sharp|sour brown sharp|chemical	
Santalol, Α And Β		earthy|woody fatty	
Santalyl Acetate, Α- And Β-	1323-00-8	sweet earthy|woody sharp|bitter	sweet fruity sharp|bitter earthy|woody
Santalyl Phenylacetate, Α And Β	1323-75-7	floral earthy|woody	sweet fruity floral brown
Sarcodactylis Oil		floral fruity dairy fatty fruity|citrusy	
Sarsaparilla		vegetal|herbal	sharp|bitter
Sarsaparilla Extract		dairy	
Sassafras (Leaves)		sweet vegetal sharp|spicy vegetal|herbal	sweet vegetal|herbal
Sassafras Extract (Safrole-Free)		vegetal sharp|sour fatty fruity|citrusy	
Savory (Summer) Oil		vegetal sharp|spicy vegetal|herbal	
Savory, Summer		savory vegetal|herbal	vegetal|herbal
Savory, Winter		sharp|sour sharp|spicy savory sharp|bitter	sharp|bitter savory vegetal|herbal
Schinus Molle		sharp|spicy	sharp|spicy
Schinus Molle Oil	68917-52-2	vegetal sharp|spicy fatty dairy	sharp|spicy fatty
